filename,description
video2294.wav,a man is singing and a drum beat is being played
video2295.wav,a crowd of people are cheering and yelling loudly
video2296.wav,a group of people are talking and cheering while music plays in the background
video2297.wav,a person is singing a song with piano music in the background
video2298.wav,a man is speaking and then another person is talking
video2299.wav,a man is speaking and then a car is racing by
video23.wav,a man is speaking while birds are chirping in the background
video230.wav,a person is playing a song with a guitar
video2302.wav,a man is speaking while music is playing in the background
video2303.wav,a man is speaking while music is playing in the background
video2304.wav,a woman is speaking while a child is singing in the background
video2305.wav,a man is speaking while music is playing in the background
video2306.wav,a man is speaking while wind blows in the background
video2307.wav,a man is giving a speech with his voice
video2308.wav,a man is speaking while music is playing in the background
video2309.wav,a person is playing a song with a guitar
video231.wav,a woman is speaking and a child is talking in the background
video2311.wav,music is playing and a man is singing
video2312.wav,a man is speaking while a crowd of people are talking
video2314.wav,a piece of music is being played on a guitar
video2315.wav,a man is speaking while music is playing in the background
video2316.wav,a man is singing a song with a rapping beat
video2317.wav,people are laughing and talking while music plays in the background
video2318.wav,a man is rapping while music is playing in the background
video2319.wav,a cat is meowing and making noises in the background
video232.wav,a man is speaking and then a gun is fired
video2321.wav,a drum is being played in a repeating pattern
video2322.wav,a person is walking on a hard surface and a door opens and closes
video2324.wav,a man is laughing and talking while another woman laughs
video2325.wav,a woman is speaking and a child is talking
video2326.wav,a man is giving a speech with his voice
video2327.wav,a woman is speaking while a child is talking in the background
video2328.wav,a woman is speaking while music plays in the background
video2329.wav,a woman is speaking while music plays in the background
video233.wav,a man is giving a speech with his voice
video2330.wav,a man is giving a speech with his voice
video2331.wav,a race car is racing around a track
video2332.wav,music is playing and people are talking in the background
video2334.wav,a man is speaking while a siren is blaring in the background
video2335.wav,a man is singing a song and then another person sings alone
video2336.wav,a man is speaking and then he is talking
video2337.wav,a man is speaking while another person is talking in the background
video2338.wav,a person is playing a musical instrument with a magic marker
video2339.wav,a man is speaking and then a door is opened and closed
video234.wav,a woman is speaking and then a metallic object is moved across a hard surface
video2340.wav,a woman is speaking over a tannoy system in the background
video2341.wav,a woman is speaking while a camera is being wound up
video2342.wav,a man is speaking and then a woman is giving a speech
video2344.wav,a song is being played on a musical instrument
video2345.wav,a song is being played with a soft music
video2346.wav,a man is speaking while music is playing in the background
video2347.wav,a woman is giving a speech with his voice
video2348.wav,a man is giving a speech with his voice
video2349.wav,a man is speaking while music is playing in the background
video235.wav,a man is giving a speech with his voice
video2350.wav,music is playing and a man is singing
video2351.wav,a man is speaking while a ball is being bounced on a hard surface
video2352.wav,a man is speaking while a drill is being used in the background
video2353.wav,a woman is singing a song while a man is speaking in the background
video2354.wav,a woman is singing a song and a child sings in the background
video2355.wav,a musical instrument is being played with a bell ringing in the background
video2356.wav,a man is speaking and then a baby laughs
video2359.wav,a car is driving on a road with people talking in the background
video2360.wav,a man is speaking and a crowd is cheering
video2361.wav,a crowd of people are clapping and cheering while music plays in the background
video2362.wav,a group of people are talking and laughing with each other
video2363.wav,a man is speaking while music plays in the background
video2365.wav,a woman is singing a song and a man is speaking
video2366.wav,a woman is singing while music plays in the background
video2367.wav,music is playing and a song is being played
video2368.wav,a man is speaking while birds are chirping in the background
video2369.wav,a woman is speaking while a bird is chirping in the background
video237.wav,a person is playing a skateboard on the sidewalk
video2370.wav,a man is speaking and then he turns on the radio off
video2371.wav,a man is speaking and then a door is opened and closed
video2372.wav,a person is singing a song in the background
video2373.wav,a man is speaking while a gun is fired in the background
video2374.wav,a man is giving a speech while he is speaking
video2375.wav,a man is giving a speech with his voice
video2376.wav,a man is speaking while water is splashing in the background
video2377.wav,a man is speaking while a crowd of people are talking in the background
video2378.wav,a man is speaking and then he says something
video2379.wav,a man is speaking and a ball is bouncing on a hard surface
video238.wav,a man is speaking while music is playing in the background
video2380.wav,children are playing and talking while music plays in the background
video2382.wav,a man is giving a speech and his voice says something
video2383.wav,a crowd of people are cheering and whistling loudly
video2384.wav,a man is speaking while music plays in the background
video2385.wav,a person is walking on a hard surface at a steady pace
video2386.wav,a person is singing a song in a large open space
video2387.wav,a keyboard synthesizer is playing a video game
video2388.wav,a synthesizer is playing a song with a variety of notes
video2389.wav,a woman is singing a song and then a man is speaking
video239.wav,music is playing and a drum beat is being played
video2390.wav,music is playing and a man is speaking
video2391.wav,a woman is giving a speech while he is speaking
video2394.wav,a man is giving a speech with his voice
video2395.wav,a man is speaking while another person is talking in the background
video2396.wav,a man is speaking while music is playing in the background
video2397.wav,music is playing and a person is singing
video2399.wav,a woman is speaking and a child is laughing
video24.wav,a man is speaking while music is playing in the background
video240.wav,a woman is giving a speech while others are talking in the background
video2401.wav,a man is giving a speech with his voice
video2402.wav,a man is speaking and then he turns a page over and over
video2403.wav,a person is singing a song with a piano music in the background
video2405.wav,a man is speaking while music is playing in the background
video2406.wav,a man is speaking while another woman is talking in the background
video2407.wav,a synthesizer is playing a song with a high pitch
video2408.wav,music is playing and a man is singing
video2409.wav,birds are chirping and singing while music plays in the background
video241.wav,a man is speaking while a video game is being played
video2410.wav,a man is giving a speech and he is speaking
video2411.wav,a person is playing a song with a drum beat
video2412.wav,a man is speaking while a radio is playing in the background
video2413.wav,a man is speaking and then he is breathing
video2414.wav,a piano is playing a song in a beautiful melody
video2415.wav,a man is speaking while music plays in the background
video2416.wav,a metallic object is dragged across a hard surface and then a door opens and closes
video2417.wav,a man is speaking over an intercom in the background
video2418.wav,a woman is speaking while another man is talking in the background
video2419.wav,a man is speaking while cars are driving by in the background
video242.wav,a man is speaking while music is playing in the background
video2421.wav,someone is flipping through the pages of a book
video2422.wav,a metal object is being moved across a hard surface and a person is talking in the background
video2423.wav,a man is speaking while a skateboard is being ridden
video2424.wav,a woman is speaking and a child is talking in the background
video2425.wav,a man is speaking and then a gun is fired
video2426.wav,a person is playing a song with a musical instrument
video2428.wav,a woman is giving a speech and a crowd cheers
video2429.wav,a group of people are talking and laughing while music plays in the background
video2430.wav,a man is giving a speech and he is speaking
video2431.wav,a man is giving a speech while he is speaking
video2432.wav,a woman is giving a speech while a child is speaking in the background
video2433.wav,a dog is barking and dogs are panting in the background
video2434.wav,a man is speaking while other men are talking in the background
video2435.wav,a man is giving a speech with his voice
video2436.wav,people are talking in the background as a car drives by
video2437.wav,a car is driving down the road with a revving engine
video2439.wav,a woman is giving a speech about something
video244.wav,water is flowing down a waterfall and birds are chirping in the background
video2440.wav,a woman is speaking while music is playing in the background
video2441.wav,a woman is singing a song and then a man sings alone as music plays in the background
video2442.wav,a woman is giving a speech over a loud speaker
video2443.wav,a man is speaking and then a door is opened and closed
video2444.wav,a group of people are talking to each other while music plays in the background
video2445.wav,music is playing and a man is speaking and a bell is ringing
video2446.wav,music is playing and a woman is speaking
video2447.wav,a large group of people are talking in the background
video2448.wav,a drum beat is being played with a man singing
video2449.wav,a synthesizer is playing a song with a musical instrument
video245.wav,music is playing and a man is speaking
video2451.wav,a man is speaking and then a phone rings
video2452.wav,music is playing and a man is singing
video2454.wav,a man is speaking while a woman is talking in the background
video2455.wav,a man is speaking while music plays in the background
video2456.wav,a man is giving a speech while he is speaking
video2457.wav,a crowd of people are cheering and yelling loudly
video2458.wav,a man is speaking while a pig is oinking in the background
video2459.wav,a man is speaking over an intercom in the background
video246.wav,a man is speaking and then another woman is talking
video2460.wav,a man is giving a speech and laughs
video2463.wav,a man is speaking while music plays in the background
video2464.wav,a man is speaking and typing on a keyboard
video2465.wav,a man is speaking while a horn is blowing in the background
video2466.wav,a man is speaking while music is playing in the background
video2467.wav,a woman is giving a speech with his voice
video2468.wav,a man is speaking and a child is screaming while music plays in the background
video2469.wav,a woman is speaking while music plays in the background
video2470.wav,a man is speaking over a tannoy system in the background
video2471.wav,a man is speaking while another person is whispering in the background
video2472.wav,a crowd of people are cheering and clapping loudly
video2473.wav,a woman is singing a song and a child sings in the background
video2474.wav,a man is speaking while music is playing in the background
video2475.wav,a man is speaking while music plays in the background
video2476.wav,a man is speaking while he is breathing in the background
video2477.wav,a man is giving a speech and he is speaking
video2478.wav,a man is speaking while music is playing in the background
video2479.wav,a piano is playing a song with a variety of notes
video248.wav,a man is speaking while music is playing in the background
video2480.wav,a man is speaking over an intercom to a crowd of people
video2481.wav,music is playing and a crowd is cheering
video2482.wav,music is playing and a man is singing
video2483.wav,a man is speaking while a video game is being played in the background
video2484.wav,a man is singing a song with a soft music playing in the background
video2485.wav,a man is singing a song with a music playing in the background
video2486.wav,a woman is speaking and a child is laughing and a man is talking
video2487.wav,a lawn mower is running and a man is speaking
video2488.wav,a person is singing a song with some music in the background
video2489.wav,a person is singing a song with a tambourine and a woman sings in the background
video2490.wav,a woman is speaking while music plays in the background
video2491.wav,people are talking in the background while a metal object is striking another hard surface
video2493.wav,a man is giving a speech while he is speaking
video2494.wav,a man is speaking while music plays in the background
video2495.wav,a group of people are shouting and cheering
video2497.wav,a man is speaking while water is being poured into a glass
video2498.wav,a man is speaking and then another person laughs
video2499.wav,a man is speaking while a radio is playing
video25.wav,a man is speaking and then he turns it off
video250.wav,a person is walking on a hard surface at a steady pace
video2500.wav,a man is speaking and then a door is opened and closed
video2501.wav,a man is speaking while a radio is playing in the background
video2503.wav,a woman is giving a speech over an intercom
video2505.wav,a man is speaking and a crowd is cheering
video2506.wav,a man is speaking while music is playing in the background
video2507.wav,a woman is speaking while music is playing in the background
video2508.wav,a person is playing a drum while a man is singing
video251.wav,a man is speaking while music is playing in the background
video2511.wav,a group of people are talking to each other while music plays in the background
video2514.wav,a man is speaking and then he turns it off
video2515.wav,a person is singing a stringed instrument while a woman sings in the background
video2516.wav,a person is playing a song on a piano
video2517.wav,music is playing and a person is singing
video2518.wav,a man is speaking while a radio is playing in the background
video2519.wav,a man is speaking while music plays in the background
video252.wav,a crowd of people are talking and whistling in the background
video2520.wav,music is playing and a person is singing in the background
video2521.wav,a woman is giving a speech while another man is speaking in the background
video2523.wav,a person is playing a stringed instrument with some music in the background
video2524.wav,a man is speaking while a door is opened and closed
video2525.wav,a crowd of people are shouting and yelling while music plays in the background
video2526.wav,a woman is speaking and typing on a computer keyboard
video2527.wav,a woman is giving a speech over a tannoy system
video2528.wav,music is playing and a man is speaking
video2529.wav,a woman is speaking and a dog is barking
video253.wav,a baby is laughing and a man is speaking
video2530.wav,a man is speaking and then someone is breathing
video2532.wav,a man is speaking and he is shuffling paper
video2533.wav,a group of people are talking to each other while music is playing in the background
video2534.wav,a man is speaking while a radio is playing in the background
video2536.wav,a chorus of people are singing a song in the background
video2537.wav,a man is speaking and then a doorbell rings
video2538.wav,a woman is giving a speech while a crowd of people are cheering
video2539.wav,a woman is giving a speech over a tannoy system
video254.wav,a person is playing a song with a musical instrument
video2540.wav,a crowd of people are talking and laughing with each other
video2541.wav,a man is speaking and then another person is shouting
video2542.wav,a man is speaking and then he is writing on a piece of wood
video2543.wav,a machine gun is fired and then it is shot several times
video2544.wav,a person is playing a musical instrument in the background
video2545.wav,a man is speaking while music is playing in the background
video2546.wav,a woman is speaking and laughing while others are talking in the background
video2547.wav,a man is speaking while he is talking in the background
video2550.wav,a musical instrument is playing a song and a person is singing in the background
video2551.wav,a man is speaking while dishes are being moved around in the background
video2552.wav,a group of people are talking and laughing about something
video2553.wav,a person is playing a song with a drum beat
video2554.wav,music is playing and a person is singing in the background
video2555.wav,someone is playing a piece of music in a large room
video2556.wav,a man is speaking while a woman is talking in the background
video2557.wav,a woman is giving a speech while a man is speaking
video256.wav,a group of people are talking to each other while music plays in the background
video2560.wav,a person is singing a song with a music playing in the background
video2561.wav,a man is speaking while birds are chirping in the background
video2562.wav,a group of people are laughing and talking
video2563.wav,a man is speaking while music plays in the background
video2564.wav,a woman is speaking while music plays in the background
video2565.wav,a man is speaking and then a woman is laughing
video2566.wav,a man is speaking while music is playing in the background
video2568.wav,a man is giving a speech and he is speaking
video2569.wav,a man is speaking while music is playing in the background
video257.wav,a woman is speaking while music is playing in the background
video2570.wav,a man is giving a speech with his voice
video2572.wav,a person is singing a song while a man sings in the background
video2574.wav,a man is speaking to a musical instrument
video2575.wav,a man is giving a speech about something
video2576.wav,a man is speaking and then he is breathing
video2579.wav,a man is speaking while a gun is fired in the background
video258.wav,a man is speaking with his voice in the background
video2580.wav,a man is giving a speech while a crowd cheers
video2581.wav,a man is speaking and then a gun is fired
video2582.wav,a man is speaking while a car is driving by
video2583.wav,a man is speaking to another person in a large room
video2584.wav,a group of people are talking and laughing while music plays in the background
video2585.wav,a man is speaking while cars are driving by
video2586.wav,a group of people are shouting and yelling while music plays in the background
video2587.wav,people are talking while music plays in the background
video2588.wav,a piano is playing a song with a synthesizer
video2589.wav,a woman is speaking over a tannoy system in the background
video2590.wav,a synthesizer is playing a song with some music in the background
video2591.wav,a man is singing and a song is being played
video2592.wav,a man is speaking and a group of people are laughing and talking in the background
video2593.wav,a group of people are singing a song while music plays in the background
video2594.wav,music is playing and a sound effect is being played
video2595.wav,a woman is speaking and then a man is talking
video2596.wav,someone is playing a piece of music with a guitar
video2597.wav,a man is giving a speech while a crowd cheers
video26.wav,a large group of people are playing music
video260.wav,a group of people are shouting and yelling
video2600.wav,a man is speaking while a car is driving in the background
video2601.wav,music is playing and a person is singing
video2602.wav,a man is speaking while another person is talking in the background
video2603.wav,a man is giving a speech with a crowd of people
video2604.wav,a crowd of people are cheering and yelling
video2605.wav,a group of people are talking and laughing about something
video2606.wav,a piano is playing a song in a beautiful melody
video2607.wav,a man is giving a speech with his voice
video2608.wav,music is being played in a large hall
video2609.wav,a man is giving a speech with his voice
video261.wav,a man is speaking while music plays in the background
video2610.wav,a woman is giving a speech while a television is on in the background
video2611.wav,a group of people are talking and laughing
video2612.wav,a man is speaking while music plays in the background
video2613.wav,a group of people are talking and laughing
video2614.wav,a man is speaking while music is playing in the background
video2615.wav,a person is singing a song with a man speaking in the background
video2616.wav,a woman is speaking and a child is crying in the background
video2617.wav,a person is playing a song with a drum
video2618.wav,a woman is speaking while music plays in the background
video262.wav,a man is speaking and then he turns a page over and over
video2620.wav,a woman is speaking and then a child is talking
video2621.wav,a video game is being played on a synthesizer
video2622.wav,a man is singing a song and then another person sings alone
video2623.wav,a man is speaking while a metal object is being hit against another hard surface
video2625.wav,a piano is playing a song with a synthesizer
video2626.wav,music is being played in the background while a person is singing
video2627.wav,a man is speaking and then another woman is talking
video2628.wav,a person is singing a song with some music in the background
video263.wav,a man is giving a speech with a crowd of people
video2630.wav,a man is speaking and then a door is opened and closed
video2631.wav,a person is playing a song on a piano
video2632.wav,a car engine revs up and drives away while people talk in the background
video2633.wav,music is playing and a man is singing
video2634.wav,a person is playing a drum while a man is singing
video2635.wav,a synthesizer is playing a song with a musical instrument
video2636.wav,a crowd of people are shouting and yelling
video2637.wav,a synthesizer is playing a song in a beautiful melody
video2638.wav,a man is speaking over an intercom to a woman
video2639.wav,a woman is speaking and then typing on a keyboard
video264.wav,a person is walking on a hard surface at a steady pace
video2640.wav,a man is singing and a song is being played
video2641.wav,a man is speaking and then a woman is talking
video2642.wav,a man is speaking while a gun is fired in the background
video2643.wav,a flock of birds are chirping and flapping their wings
video2645.wav,a man is speaking while music is playing in the background
video2646.wav,a person is singing a song with a tambourine and a man sings in the background
video2647.wav,a man is giving a speech and he is speaking
video2649.wav,a man is speaking and then he turns it off a piece of paper
video265.wav,a man is speaking while another person is talking in the background
video2650.wav,a musical instrument is playing a song and then a sound effect is played
video2651.wav,a man is singing a song while music plays in the background
video2652.wav,a man is speaking while music plays in the background
video2654.wav,a woman is speaking and a child is talking
video2656.wav,a woman is speaking while music is playing in the background
video2657.wav,music is playing and a man is singing
video2658.wav,a person is walking on a hard surface while playing music in the background
video2659.wav,a man is speaking while a video game is being played
video266.wav,a crowd of people are talking in a large hall
video2660.wav,a man is speaking while a sheep is bleating in the background
video2661.wav,a man is giving a speech with his voice
video2662.wav,a man is speaking and then he turns on a piece of paper
video2663.wav,a man is speaking while crumpling paper
video2664.wav,music is playing and a person is singing in the background
video2665.wav,a man is speaking while music is playing in the background
video2666.wav,a man is speaking while a jet engine is whirring in the background
video2667.wav,a woman is speaking while music is playing in the background
video2668.wav,a person is playing a musical instrument in the background
video2669.wav,a person is whistling a song while playing a tune
video267.wav,a woman is speaking and a child is talking in the background
video2670.wav,a man is speaking with a saw in the background
video2672.wav,a man is speaking and a radio is playing
video2674.wav,a man is speaking and a child is talking
video2675.wav,a large group of people chant together in unison
video2676.wav,a machine is running while people are talking in the background
video2677.wav,a woman is giving a speech over a tannoy system
video2678.wav,a woman is speaking while music plays in the background
video2679.wav,a person is knocking on a door and then walking again
video268.wav,a man is speaking while music plays in the background
video2680.wav,a woman is giving a speech with his voice in the background
video2681.wav,a man is speaking while music is playing in the background
video2682.wav,a man is speaking and then a door is opened and closed
video2683.wav,a person is playing a song with a drum
video2684.wav,a woman is speaking over an intercom in the background
video2685.wav,music is playing and a man is singing
video2686.wav,music is playing and a woman is singing
video2687.wav,a group of people are talking and laughing
video2688.wav,a group of people are laughing and talking to each other
video2689.wav,a man is giving a speech with his voice
video269.wav,a man is speaking and then a gun is fired
video2690.wav,a large group of people are singing and chanting
video2691.wav,a crowd of people are clapping and cheering
video2692.wav,a person is playing a drum while a dog is barking
video2693.wav,someone is playing a piano and a person is walking on a hard surface
video2694.wav,a man is speaking while music plays in the background
video2695.wav,a man is speaking and then a woman is laughing
video2696.wav,a song is being played on a musical instrument
video2697.wav,a man is speaking while cars drive by in the background
video2698.wav,a woman is speaking and a child is talking in the background
video2699.wav,a man is speaking while a bird is chirping in the background
video27.wav,a person is singing a song while a man sings in the background
video270.wav,a man is speaking while others are talking in the background
video2700.wav,a woman is giving a speech over a tannoy system
video2701.wav,a person is playing a xylophone in a rhythmic fashion
video2702.wav,a man is speaking while a gun is fired in the background
video2704.wav,a woman is speaking and then a drawer is opened and closed
video2705.wav,a musical instrument is playing a song in the background
video2706.wav,a person is singing a song with some music in the background
video2708.wav,a man is giving a speech with his voice
video2709.wav,a man is speaking while another person is talking in the background
video271.wav,a man is speaking while music is playing in the background
video2710.wav,a man is speaking and a dog is barking
video2712.wav,music is playing and a person is singing in the background
video2713.wav,a man is speaking while he is walking in the wind
video2714.wav,a man is speaking while birds are chirping in the background
video2715.wav,a man is speaking and then a door is opened and closed
video2716.wav,a man is speaking while a radio is in the background
video2717.wav,a man is speaking while cars are driving in the background
video2718.wav,children are playing and talking to each other while music plays in the background
video2719.wav,a man is speaking and then a radio is playing
video272.wav,a man is speaking while cars are honking in the background
video2720.wav,a man is speaking while cars are passing by in the background
video2721.wav,a woman is giving a speech over a loud speaker
video2722.wav,a woman is talking and laughing while another man is speaking in the background
video2723.wav,a woman is giving a speech with her voice
video2726.wav,a man is speaking with his voice in the background
video2727.wav,a woman is speaking and then a child is talking
video2728.wav,a group of people are laughing and talking while music plays in the background
video2729.wav,a woman is speaking while music plays in the background
video273.wav,a man is speaking while a radio is playing in the background
video2730.wav,a man is rapping while music is playing in the background
video2731.wav,a man is speaking and then he is talking
video2732.wav,a man is speaking and then a gun is fired
video2733.wav,a woman is speaking and a child is talking in the background
video2735.wav,a man is speaking while a duck is quacking in the background
video2736.wav,music is playing and a man is singing
video2737.wav,music is playing and a beat is being played
video2738.wav,a man is rapping while music is playing in the background
video2739.wav,a man is speaking over a radio while other people are talking in the background
video274.wav,a woman is speaking while music is playing in the background
video2740.wav,a man is speaking and then music is playing
video2741.wav,a person is playing a musical instrument with a shovel
video2742.wav,a woman is speaking over a tannoy system in the background
video2743.wav,a man is giving a speech and he is speaking
video2744.wav,music is playing and a dog is barking in the distance
video2745.wav,a large group of people are singing and chanting
video2746.wav,a woman is speaking while music is playing in the background
video2747.wav,a man is speaking on a radio with a lot of distorted voice
video2748.wav,a man is giving a speech with his voice
video2749.wav,a person is playing a song with a musical instrument
video275.wav,a person is writing on a piece of paper with a marker
video2750.wav,a man is speaking while a drum is being played
video2752.wav,a man is speaking and a cat is meowing
video2753.wav,a group of people are talking to each other while music plays in the background
video2754.wav,a woman is speaking and a child is talking in the background
video2755.wav,a man is singing a song while a woman sings in the background
video2756.wav,a man is giving a speech with his voice
video2757.wav,a man is speaking and then a whistle is blown
video2758.wav,a man is speaking while a cat is meowing in the background
video2759.wav,a person is playing a guitar with a drum
video276.wav,a man is speaking and shuffling papers in a room
video2760.wav,a group of people are talking to each other while music plays in the background
video2762.wav,a beeping sound is being played with a few voices in the background
video2763.wav,a song is being played on a musical instrument
video2764.wav,a person is playing a song with a guitar
video2765.wav,a machine is running and a door is opening and closing
video2766.wav,a woman is speaking and a child is saying something
video2767.wav,a piece of metal is being dragged across a hard surface
video2769.wav,a man is speaking while music is playing in the background
video277.wav,a woman is giving a speech with his voice
video2771.wav,a group of people are shouting and yelling while music plays in the background
video2772.wav,a machine is running continuously at a constant speed
video2773.wav,a man is speaking while a car is driving in the background
video2774.wav,a man is speaking while music plays in the background
video2775.wav,a woman is giving a speech while a child is speaking
video2776.wav,music is playing and a musical instrument is being played
video2777.wav,a woman is speaking while music plays in the background
video2778.wav,a man is speaking while a machine is running in the background
video2779.wav,a musical instrument is playing a song with drums and other instruments
video278.wav,a man is giving a speech with his voice
video2780.wav,a woman is speaking and a child is talking in the background
video2781.wav,a group of people are laughing and talking to each other
video2783.wav,a man is speaking and a woman is talking in the background
video2784.wav,a man is speaking over an intercom in the background
video2785.wav,a man is speaking and then a door is opened and closed
video2786.wav,a man is giving a speech with his voice
video2787.wav,a group of people are laughing and talking to each other
video2788.wav,a small object is being struck against another hard surface
video2789.wav,a man is speaking while music is playing in the background
video279.wav,a crowd of people are cheering and yelling loudly
video2790.wav,a man is speaking while dishes are being moved around in the background
video2791.wav,a man is speaking while another person is playing music
video2792.wav,rain is pouring down and thunder is rumbling in the background
video2793.wav,someone is playing a song with a musical instrument
video2794.wav,a man is speaking while music plays in the background
video2796.wav,a man is speaking and a dog is barking in the background
video2798.wav,a man is speaking and then another person is talking in the background
video2799.wav,a man is speaking and then a jackhammer is started
video28.wav,a man is giving a speech with his voice
video280.wav,a woman is speaking and a child is talking in the background
video2800.wav,a man is speaking and then a gun is fired
video2801.wav,a woman is singing a song and then a child sings in the background
video2802.wav,a man is giving a speech with his voice
video2803.wav,a musical instrument is playing a song in the background
video2804.wav,a man is speaking and then he turns the page over and over again
video2805.wav,a woman is giving a speech and he is speaking
video2806.wav,a machine is running in the background while a person is walking in the foreground
video2807.wav,a man is speaking while birds are chirping in the background
video2808.wav,a woman is giving a speech over a tannoy system
video2809.wav,a man is speaking while he is breathing in the background
video281.wav,a man is speaking while music plays in the background
video2810.wav,a person is playing a musical instrument in the background
video2812.wav,a crowd of people are talking and cheering while music plays in the background
video2813.wav,a person is playing a song with a drum
video2814.wav,a car engine revs and drives away at a steady pace
video2815.wav,a man is speaking and then a woman is talking
video2816.wav,a man is speaking while glass is broken and music is playing in the background
video2817.wav,a man is speaking while music is playing in the background
video2818.wav,a man is giving a speech with his voice
video2819.wav,a man is speaking while music plays in the background
video282.wav,a person is playing a song on a piano
video2820.wav,a person is walking on a hard surface at a steady pace
video2821.wav,a man is speaking on a radio while a television is on
video2822.wav,a woman is giving a speech with his voice
video2823.wav,a man is giving a speech with his voice
video2824.wav,a person is singing a song on a radio
video2825.wav,a woman is speaking while a man is singing
video2826.wav,a man is speaking and then he turns it off
video2827.wav,a man is speaking while a car is driving by and music is playing in the background
video2828.wav,a man is giving a speech with his voice
video2829.wav,a person is walking on a hard surface at a steady pace
video283.wav,a man is giving a speech with a crowd of people
video2830.wav,a person is playing a song on a guitar
video2832.wav,a car is started up and then the engine starts up
video2833.wav,a man is speaking while cars drive by in the background
video2834.wav,a woman is giving a speech over a tannoy system
video2835.wav,a crowd of people are cheering and yelling while music is playing
video2836.wav,a man is speaking while a gun is fired in the background
video2837.wav,a woman is speaking and a bell is ringing
video2838.wav,a woman is speaking and a child is talking in the background
video2839.wav,a woman is speaking while a metal object is striking another hard surface
video284.wav,a heart beats at a consistent rate while a car passes by
video2840.wav,a video game sound is being played with a machine gun shot and a car drives by
video2841.wav,a man is speaking while music is playing in the background
video2842.wav,a man is speaking and then a woman is giving a speech
video2845.wav,a woman is speaking over a radio with static in the background
video2846.wav,a man is speaking and then another woman is talking
video2847.wav,a man is speaking and a child is screaming while others are shouting in the background
video2848.wav,a man is giving a speech over a loudspeaker
video2849.wav,a drum beat is being played with drums and cymbals
video285.wav,a man is rapping while another person is singing in the background
video2850.wav,a man is giving a speech and he is speaking
video2851.wav,a hair dryer is running and a man is speaking
video2852.wav,a woman is speaking while a person is walking on a hard surface
video2853.wav,a person is typing on a keyboard while cars are driving by
video2854.wav,a man is speaking and a child is screaming while music plays in the background
video2855.wav,a man is speaking while music is playing in the background
video2856.wav,a musical instrument is playing a song in the background
video2857.wav,a man is speaking and then a dog is barking
video2858.wav,a group of people are laughing and talking
video2859.wav,a man is giving a speech and he is speaking
video286.wav,a piano is playing a song with a melody in the background
video2860.wav,a person is chopping wood with a hammer and a man speaks
video2861.wav,music is playing and a musical instrument is being played
video2862.wav,birds are chirping and a woman is speaking in the background
video2863.wav,a woman is speaking while music plays in the background
video2864.wav,a man is speaking while a metal object is striking another hard surface in the background
video2865.wav,a man is speaking while music is playing in the background
video2866.wav,a woman is speaking and then a child is talking
video2867.wav,a woman is speaking and a child is screaming while music plays in the background
video2868.wav,a woman is speaking while music plays in the background
video2869.wav,a race car revs its tires as it speeds down the track
video287.wav,a man is giving a speech with his voice
video2870.wav,a man is speaking and then a gun is fired
video2871.wav,a man is speaking while music is playing in the background
video2873.wav,a man is singing while music is playing in the background
video2874.wav,a man is speaking and then a gun is fired
video2875.wav,a woman is speaking while water is running in the background
video2876.wav,a man is laughing and talking while music plays in the background
video2877.wav,a man is rapping while music is playing in the background
video2878.wav,a woman is giving a speech with a lot of people in the background
video2879.wav,a person is playing a stringed instrument while people are talking in the background
video288.wav,music is playing and a woman is speaking in the background
video2880.wav,a woman is speaking while music plays in the background
video2881.wav,a woman is speaking while a machine is running in the background
video2882.wav,a woman is giving a speech while a child is speaking in the background
video2883.wav,music is playing and people are talking in the background
video2884.wav,a group of people are shouting and cheering while a crowd cheers
video2885.wav,a woman is giving a speech over a tannoy system
video2887.wav,a man is speaking over a tannoy system while music plays in the background
video2888.wav,music is playing and people are screaming in the background
video2889.wav,a woman is speaking and a child is laughing and talking in the background
video289.wav,a woman is speaking while music plays in the background
video2890.wav,a man is speaking while music is playing in the background
video2891.wav,music is playing and a gun is being fired
video2892.wav,a man is speaking while music is playing in the background
video2893.wav,a man is speaking while a drum is being played
video2894.wav,a man is speaking and then a baby is laughing
video2895.wav,a woman is giving a speech while a crowd of people are clapping and cheering
video2896.wav,a woman is speaking while a camera is taking off
video2897.wav,a man is giving a speech with his voice
video2898.wav,a woman is giving a speech over a loud speaker
video29.wav,a man is speaking while a radio is playing in the background
video290.wav,a man is speaking while music plays in the background
video2900.wav,a woman is giving a speech over a loud speaker
video2901.wav,a man is speaking and then the sound of a video game is being played
video2902.wav,a man is speaking and laughing while music plays in the background
video2903.wav,a man is speaking while a video game is being played
video2904.wav,music is playing in the background as a person is walking
video2905.wav,a man is speaking and then a child speaks
video2906.wav,the wind is blowing and birds are chirping in the background
video2907.wav,a man is speaking and then he is talking
video2908.wav,a woman is speaking and then a child is singing
video2909.wav,a drum beat is being played with drums
video291.wav,a person is playing a video game while a man is speaking
video2910.wav,a man is giving a speech with his voice
video2911.wav,music is playing and a machine is running
video2912.wav,a woman is speaking and a child is talking in the background
video2913.wav,a man is speaking while a dog barks in the background
video2914.wav,a woman is speaking and then a door is opened and closed
video2915.wav,a woman is speaking while music plays in the background
video2916.wav,a man is speaking while a radio is playing in the background
video2917.wav,a woman is giving a speech over an intercom
video2918.wav,a woman is speaking while a dog is barking in the background
video2919.wav,a piano is playing a song in a beautiful melody
